geo,time,reported,aggregated,abs_diff,rel_diff
BG,2017-Q1,0.11666666666666664,0.11666666666666665,1.3877787807814457e-17,1.1895246692412394e-16
BG,2017-Q2,0.11,0.11,0.0,0.0
BG,2017-Q3,0.10000000000000002,0.10000000000000002,0.0,0.0
BG,2017-Q4,0.05333333333333334,0.05333333333333334,0.0,0.0
BG,2018-Q1,0.006666666666666667,0.006666666666666667,0.0,0.0
BG,2018-Q2,-0.02333333333333333,-0.023333333333333334,3.469446951953614e-18,1.486905836551549e-16
BG,2018-Q3,-0.05000000000000001,-0.05000000000000001,0.0,0.0
BG,2018-Q4,-0.05000000000000001,-0.05000000000000001,0.0,0.0
BG,2019-Q1,-0.05000000000000001,-0.05000000000000001,0.0,0.0
BG,2019-Q2,-0.05000000000000001,-0.05000000000000001,0.0,0.0
BG,2019-Q3,-0.05000000000000001,-0.05000000000000001,0.0,0.0
BG,2019-Q4,-0.05000000000000001,-0.05000000000000001,0.0,0.0
BG,2020-Q1,-0.05000000000000001,-0.05000000000000001,0.0,0.0
BG,2020-Q2,-0.05000000000000001,-0.05000000000000001,0.0,0.0
BG,2020-Q3,-0.05000000000000001,-0.05000000000000001,0.0,0.0
BG,2020-Q4,-0.05000000000000001,-0.05000000000000001,0.0,0.0
BG,2021-Q1,-0.05000000000000001,-0.05000000000000001,0.0,0.0
BG,2021-Q2,-0.05000000000000001,-0.05000000000000001,0.0,0.0
BG,2021-Q3,-0.05000000000000001,-0.05000000000000001,0.0,0.0
BG,2021-Q4,-0.05000000000000001,-0.05000000000000001,0.0,0.0
BG,2022-Q1,-0.05000000000000001,-0.05000000000000001,0.0,0.0
BG,2022-Q2,-0.05000000000000001,-0.05000000000000001,0.0,0.0
BG,2022-Q3,-0.05000000000000001,-0.05000000000000001,0.0,0.0
BG,2022-Q4,-0.05000000000000001,-0.05000000000000001,0.0,0.0
BG,2023-Q1,-0.05000000000000001,-0.05000000000000001,0.0,0.0
BG,2023-Q2,-0.05000000000000001,-0.05000000000000001,0.0,0.0
BG,2023-Q3,-0.05000000000000001,-0.05000000000000001,0.0,0.0
BG,2023-Q4,-0.05000000000000001,-0.05000000000000001,0.0,0.0
BG,2024-Q1,-0.05000000000000001,-0.05000000000000001,0.0,0.0
BG,2024-Q2,-0.05000000000000001,-0.05000000000000001,0.0,0.0
BG,2024-Q3,-0.05000000000000001,-0.05000000000000001,0.0,0.0
BG,2024-Q4,-0.05000000000000001,-0.05000000000000001,0.0,0.0
CZ,1996-Q1,10.86,10.856666666666667,0.003333333333332078,0.00030693677102505327
CZ,1996-Q2,11.82,11.823333333333332,0.003333333333332078,0.00028200789622098796
CZ,1996-Q3,12.69,12.693333333333335,0.0033333333333356308,0.0002626740215394508
CZ,1996-Q4,12.69,12.686666666666667,0.003333333333332078,0.00026267402153917085
CZ,1997-Q1,12.39,12.386666666666665,0.0033333333333356308,0.00026903416733943747
CZ,1997-Q2,19.69,19.673333333333332,0.016666666666669272,0.0008464533604199731
CZ,1997-Q3,15.48,15.476666666666667,0.0033333333333338544,0.00021533161068048155
CZ,1997-Q4,16.46,16.459999999999997,3.552713678800501e-15,2.1583922714462338e-16
CZ,1998-Q1,16.01,16.01,0.0,0.0
CZ,1998-Q2,15.61,15.610000000000001,1.7763568394002505e-15,1.1379608196029791e-16
CZ,1998-Q3,14.19,14.183333333333332,0.006666666666667709,0.00046981442330286887
CZ,1998-Q4,11.53,11.53,0.0,0.0
CZ,1999-Q1,8.08,8.083333333333334,0.0033333333333338544,0.000412541254125477
CZ,1999-Q2,7.0,7.0,0.0,0.0
CZ,1999-Q3,6.45,6.45,0.0,0.0
CZ,1999-Q4,5.88,5.88,0.0,0.0
CZ,2000-Q1,5.39,5.386666666666666,0.0033333333333338544,0.000618429189857858
CZ,2000-Q2,5.33,5.326666666666667,0.0033333333333329662,0.0006253908692932395
CZ,2000-Q3,5.34,5.343333333333334,0.0033333333333338544,0.0006242197253434184
CZ,2000-Q4,5.41,5.406666666666666,0.0033333333333338544,0.0006161429451633742
CZ,2001-Q1,5.22,5.22,0.0,0.0
CZ,2001-Q2,5.04,5.043333333333333,0.0033333333333329662,0.0006613756613755885
CZ,2001-Q3,5.41,5.41,0.0,0.0
CZ,2001-Q4,5.02,5.0200000000000005,8.881784197001252e-16,1.769279720518178e-16
CZ,2002-Q1,4.39,4.383333333333333,0.006666666666666821,0.0015186028853455174
CZ,2002-Q2,3.93,3.933333333333333,0.0033333333333329662,0.0008481764206954112
CZ,2002-Q3,3.14,3.14,0.0,0.0
CZ,2002-Q4,2.74,2.7399999999999998,4.440892098500626e-16,1.6207635395987687e-16
CZ,2003-Q1,2.5,2.5,0.0,0.0
CZ,2003-Q2,2.41,2.41,0.0,0.0
CZ,2003-Q3,2.12,2.1233333333333335,0.0033333333333334103,0.0015723270440251935
CZ,2003-Q4,2.07,2.07,0.0,0.0
CZ,2004-Q1,2.06,2.06,0.0,0.0
CZ,2004-Q2,2.18,2.1833333333333336,0.0033333333333334103,0.0015290519877676192
CZ,2004-Q3,2.59,2.5866666666666664,0.0033333333333334103,0.0012870012870013169
CZ,2004-Q4,2.62,2.6166666666666667,0.0033333333333334103,0.0012722646310432864
CZ,2005-Q1,2.29,2.2866666666666666,0.0033333333333334103,0.0014556040756914456
CZ,2005-Q2,1.85,1.8533333333333333,0.0033333333333331883,0.0018018018018017233
CZ,2005-Q3,1.79,1.79,0.0,0.0
CZ,2005-Q4,2.11,2.106666666666667,0.0033333333333329662,0.0015797788309634912
CZ,2006-Q1,2.08,2.0733333333333337,0.0066666666666663765,0.0032051282051280654
CZ,2006-Q2,2.13,2.1300000000000003,4.440892098500626e-16,2.0849258678406696e-16
CZ,2006-Q3,2.38,2.3800000000000003,4.440892098500626e-16,1.865921049790179e-16
CZ,2006-Q4,2.62,2.6166666666666667,0.0033333333333334103,0.0012722646310432864
CZ,2007-Q1,2.58,2.5766666666666667,0.0033333333333334103,0.001291989664082717
CZ,2007-Q2,2.77,2.766666666666667,0.0033333333333329662,0.0012033694344162334
CZ,2007-Q3,3.27,3.2699999999999996,4.440892098500626e-16,1.358070978134748e-16
CZ,2007-Q4,3.78,3.776666666666666,0.0033333333333338544,0.0008818342151676864
CZ,2008-Q1,3.98,3.9800000000000004,4.440892098500626e-16,1.1158020347991522e-16
CZ,2008-Q2,4.15,4.153333333333333,0.0033333333333329662,0.0008032128514055339
CZ,2008-Q3,3.91,3.91,0.0,0.0
CZ,2008-Q4,4.11,4.1066666666666665,0.0033333333333338544,0.0008110300081104268
CZ,2009-Q1,2.72,2.7100000000000004,0.009999999999999787,0.0036764705882352156
CZ,2009-Q2,2.32,2.3233333333333333,0.0033333333333334103,0.0014367816091954357
CZ,2009-Q3,1.96,1.9633333333333332,0.0033333333333331883,0.0017006802721087695
CZ,2009-Q4,1.77,1.7699999999999998,2.220446049250313e-16,1.2544892933617588e-16
CZ,2010-Q1,1.5,1.5,0.0,0.0
CZ,2010-Q2,1.31,1.3099999999999998,2.220446049250313e-16,1.6949969841605442e-16
CZ,2010-Q3,1.23,1.2299999999999998,2.220446049250313e-16,1.805240690447409e-16
CZ,2010-Q4,1.21,1.2133333333333332,0.0033333333333331883,0.002754820936638999
CZ,2011-Q1,1.21,1.2066666666666668,0.0033333333333331883,0.002754820936638999
CZ,2011-Q2,1.21,1.21,0.0,0.0
CZ,2011-Q3,1.18,1.1833333333333333,0.0033333333333334103,0.0028248587570622124
CZ,2011-Q4,1.16,1.16,0.0,0.0
CZ,2012-Q1,1.2,1.2,0.0,0.0
CZ,2012-Q2,1.23,1.23,0.0,0.0
CZ,2012-Q3,0.98,0.9766666666666667,0.0033333333333332993,0.0034013605442176523
CZ,2012-Q4,0.58,0.5833333333333334,0.0033333333333334103,0.005747126436781743
CZ,2013-Q1,0.5,0.49666666666666665,0.003333333333333355,0.00666666666666671
CZ,2013-Q2,0.46,0.4633333333333333,0.0033333333333332993,0.007246376811594128
CZ,2013-Q3,0.46,0.4566666666666667,0.0033333333333332993,0.007246376811594128
CZ,2013-Q4,0.41,0.41,0.0,0.0
CZ,2014-Q1,0.37,0.36999999999999994,5.551115123125783e-17,1.50030138462859e-16
CZ,2014-Q2,0.36,0.3633333333333333,0.0033333333333332993,0.009259259259259165
CZ,2014-Q3,0.35,0.3499999999999999,5.551115123125783e-17,1.5860328923216522e-16
CZ,2014-Q4,0.34,0.3433333333333333,0.0033333333333332993,0.00980392156862735
CZ,2015-Q1,0.33,0.32666666666666666,0.003333333333333355,0.010101010101010166
CZ,2015-Q2,0.31,0.31,0.0,0.0
CZ,2015-Q3,0.30666666666666664,0.30666666666666664,0.0,0.0
CZ,2015-Q4,0.29,0.29,0.0,0.0
CZ,2016-Q1,0.2866666666666667,0.2866666666666667,0.0,0.0
CZ,2016-Q2,0.29,0.29,0.0,0.0
CZ,2016-Q3,0.29,0.29,0.0,0.0
CZ,2016-Q4,0.29,0.29,0.0,0.0
CZ,2017-Q1,0.28,0.28,0.0,0.0
CZ,2017-Q2,0.29666666666666663,0.29666666666666663,0.0,0.0
CZ,2017-Q3,0.39666666666666667,0.39666666666666667,0.0,0.0
CZ,2017-Q4,0.6566666666666666,0.6566666666666666,0.0,0.0
CZ,2018-Q1,0.8566666666666666,0.8566666666666666,0.0,0.0
CZ,2018-Q2,0.91,0.91,0.0,0.0
CZ,2018-Q3,1.39,1.39,0.0,0.0
CZ,2018-Q4,1.92,1.92,0.0,0.0
CZ,2019-Q1,2.016666666666666,2.016666666666666,0.0,0.0
CZ,2019-Q2,2.1266666666666665,2.1266666666666665,0.0,0.0
CZ,2019-Q3,2.146666666666667,2.146666666666667,0.0,0.0
CZ,2019-Q4,2.1766666666666663,2.1766666666666663,0.0,0.0
CZ,2020-Q1,2.17,2.17,0.0,0.0
CZ,2020-Q2,0.59,0.59,0.0,0.0
CZ,2020-Q3,0.34,0.34,0.0,0.0
CZ,2020-Q4,0.3499999999999999,0.3499999999999999,0.0,0.0
CZ,2021-Q1,0.36000000000000004,0.36000000000000004,0.0,0.0
CZ,2021-Q2,0.4,0.39999999999999997,5.551115123125783e-17,1.3877787807814457e-16
CZ,2021-Q3,0.9133333333333334,0.9133333333333334,0.0,0.0
CZ,2021-Q4,2.83,2.83,0.0,0.0
CZ,2022-Q1,4.586666666666667,4.586666666666667,0.0,0.0
CZ,2022-Q2,5.989999999999999,5.989999999999999,0.0,0.0
CZ,2022-Q3,7.273333333333333,7.273333333333333,0.0,0.0
CZ,2022-Q4,7.2700000000000005,7.2700000000000005,0.0,0.0
CZ,2023-Q1,7.203333333333333,7.203333333333333,0.0,0.0
CZ,2023-Q2,7.169999999999999,7.169999999999999,0.0,0.0
CZ,2023-Q3,7.1000000000000005,7.1000000000000005,0.0,0.0
CZ,2023-Q4,7.026666666666666,7.026666666666666,0.0,0.0
CZ,2024-Q1,6.223333333333334,6.223333333333334,0.0,0.0
CZ,2024-Q2,5.25,5.25,0.0,0.0
CZ,2024-Q3,4.44,4.44,0.0,0.0
CZ,2024-Q4,3.9966666666666666,3.9966666666666666,0.0,0.0
DK,1996-Q1,4.4554,4.451956666666667,0.0034433333333332428,0.0007728449372297084
DK,1996-Q2,3.9228,3.9251,0.0022999999999999687,0.0005863158968083942
DK,1996-Q3,3.8952,3.8937633333333337,0.0014366666666663086,0.00036883001300737025
DK,1996-Q4,3.663,3.6629766666666668,2.3333333333042106e-5,6.370006369926865e-6
DK,1997-Q1,3.6471,3.6471000000000005,4.440892098500626e-16,1.2176502148283914e-16
DK,1997-Q2,3.6421,3.6418166666666667,0.00028333333333341315,7.779394671574453e-5
DK,1997-Q3,3.6465,3.64696,0.00045999999999990493,0.000126148361442453
DK,1997-Q4,3.9876,3.9886333333333326,0.0010333333333325534,0.00025913665696974454
DK,1998-Q1,3.8978,3.8972499999999997,0.0005500000000004945,0.000141105238852813
DK,1998-Q2,4.2085,4.214173333333333,0.005673333333333197,0.001348065423151526
DK,1998-Q3,4.4712,4.473636666666667,0.0024366666666670866,0.0005449692849049667
DK,1998-Q4,4.5003,4.503253333333333,0.0029533333333331413,0.0006562525461265118
DK,1999-Q1,3.6484,3.65384,0.005440000000000111,0.0014910645762526344
DK,1999-Q2,3.132,3.1316399999999995,0.0003600000000005821,0.00011494252873581803
DK,1999-Q3,3.1852,3.18519,1.0000000000065512e-5,3.139520281321585e-6
DK,1999-Q4,3.7822,3.7805999999999997,0.0016000000000002679,0.00042303421289203845
DK,2000-Q1,3.9522,3.9448066666666666,0.007393333333333363,0.0018706880555977336
DK,2000-Q2,4.7342,4.722313333333333,0.011886666666667267,0.0025108078802474052
DK,2000-Q3,5.8379,5.843613333333334,0.005713333333333459,0.0009786624185637745
DK,2000-Q4,5.4795,5.47807,0.0014300000000000423,0.00026097271648873845
DK,2001-Q1,5.2601,5.259233333333333,0.0008666666666670153,0.00016476239361742462
DK,2001-Q2,5.0632,5.061773333333334,0.001426666666666243,0.00028177173855787707
DK,2001-Q3,4.7347,4.724493333333333,0.01020666666666692,0.002155715603241371
DK,2001-Q4,3.7701,3.7651566666666665,0.0049433333333333,0.0013111942211965996
DK,2002-Q1,3.6266,3.6260100000000004,0.0005899999999994243,0.00016268681409568861
DK,2002-Q2,3.708,3.708493333333333,0.0004933333333330125,0.00013304566702616302
DK,2002-Q3,3.5731,3.56969,0.003410000000000135,0.0009543533626263287
DK,2002-Q4,3.2726,3.27068,0.0019200000000001438,0.0005866894823688027
DK,2003-Q1,2.8296,2.825113333333333,0.004486666666667194,0.0015856186975781715
DK,2003-Q2,2.4786,2.4746566666666667,0.00394333333333341,0.0015909518814384773
DK,2003-Q3,2.1829,2.1829833333333335,8.333333333343518e-5,3.8175515751264456e-5
DK,2003-Q4,2.2106,2.210656666666667,5.66666666670379e-5,2.5634066166216368e-5
DK,2004-Q1,2.1721,2.1727066666666666,0.0006066666666666443,0.0002792996025351707
DK,2004-Q2,2.1914,2.1914933333333333,9.333333333350069e-5,4.259073347335069e-5
DK,2004-Q3,2.2126,2.212616666666667,1.6666666666775853e-5,7.53261622831775e-6
DK,2004-Q4,2.2033,2.20337,7.00000000000145e-5,3.177052602914469e-5
DK,2005-Q1,2.1904,2.19047,7.00000000000145e-5,3.195763330899128e-5
DK,2005-Q2,2.1724,2.17257,0.00016999999999978144,7.825446510761436e-5
DK,2005-Q3,2.1709,2.17076,0.000140000000000029,6.448938228385876e-5
DK,2005-Q4,2.3654,2.363183333333333,0.0022166666666669776,0.0009371212761761129
DK,2006-Q1,2.6798,2.6765733333333337,0.003226666666666489,0.0012040699554692472
DK,2006-Q2,2.9936,2.99157,0.0020299999999999763,0.0006781133083912268
DK,2006-Q3,3.3274,3.32729,0.00010999999999983245,3.3058844743593334e-5
DK,2006-Q4,3.7247,3.7264766666666667,0.0017766666666667597,0.00047699591018518533
DK,2007-Q1,3.9943,3.9954933333333336,0.0011933333333336016,0.00029875906500102686
DK,2007-Q2,4.2723,4.271963333333333,0.00033666666666753997,7.880220646198533e-5
DK,2007-Q3,4.6358,4.641866666666667,0.006066666666667331,0.001308655823518558
DK,2007-Q4,4.856,4.857279999999999,0.0012799999999995038,0.00026359143327831625
DK,2008-Q1,4.7168,4.716539999999999,0.00026000000000081513,5.5122116689453685e-5
DK,2008-Q2,5.1519,5.154483333333333,0.002583333333332938,0.0005014331282309319
DK,2008-Q3,5.3932,5.393276666666666,7.666666666583666e-5,1.4215431778134809e-5
DK,2008-Q4,5.7728,5.7859300000000005,0.013130000000000308,0.0022744595343681243
DK,2009-Q1,3.8599,3.859853333333333,4.666666666697239e-5,1.2090123232978156e-5
DK,2009-Q2,2.6511,2.6512766666666665,0.00017666666666649178,6.663900519274708e-5
DK,2009-Q3,1.9235,1.9215499999999999,0.0019500000000001183,0.0010137769690668668
DK,2009-Q4,1.5643,1.5644166666666666,0.0001166666666665428,7.458074964299866e-5
DK,2010-Q1,1.4082,1.4090733333333334,0.0008733333333335036,0.0006201770581831443
DK,2010-Q2,1.2259,1.2292399999999999,0.0033399999999998986,0.0027245289175298953
DK,2010-Q3,1.1416,1.1415533333333334,4.66666666665283e-5,4.087829946262115e-5
DK,2010-Q4,1.2143,1.2139033333333333,0.0003966666666666008,0.0003266628235745704
DK,2011-Q1,1.2563,1.2544033333333333,0.0018966666666666576,0.001509724322746683
DK,2011-Q2,1.4594,1.45867,0.0007300000000001194,0.0005002055639304642
DK,2011-Q3,1.5669,1.56774,0.0008399999999999519,0.0005360903695194026
DK,2011-Q4,1.2529,1.2551033333333332,0.002203333333333335,0.0017585867454172999
DK,2012-Q1,0.9985,0.9984866666666669,1.3333333333198638e-5,1.3353363378266036e-5
DK,2012-Q2,0.8326,0.8303966666666667,0.002203333333333335,0.002646328769317001
DK,2012-Q3,0.3471,0.34687,0.00023000000000000798,0.0006626332469029328
DK,2012-Q4,0.3052,0.30432,0.0008800000000000474,0.0028833551769333137
DK,2013-Q1,0.3016,0.3019833333333333,0.0003833333333333466,0.0012709991158267463
DK,2013-Q2,0.2522,0.2525,0.00030000000000002247,0.0011895321173672581
DK,2013-Q3,0.2691,0.26916999999999996,6.999999999995898e-5,0.0002601263470827164
DK,2013-Q4,0.2622,0.26178666666666667,0.0004133333333333211,0.0015764047800660608
DK,2014-Q1,0.2792,0.27909333333333336,0.00010666666666664382,0.0003820439350524492
DK,2014-Q2,0.3392,0.33921,1.0000000000010001e-5,2.9481132075501182e-5
DK,2014-Q3,0.3439,0.3437333333333334,0.0001666666666665928,0.00048463700688163074
DK,2014-Q4,0.2977,0.29779333333333335,9.333333333333416e-5,0.0003135147239950761
DK,2015-Q1,-0.1094,-0.11153666666666667,0.0021366666666666756,0.019530773918342556
DK,2015-Q2,-0.1887,-0.18871666666666664,1.6666666666637076e-5,8.832361773522562e-5
DK,2015-Q3,-0.0813,-0.07994,0.00136,0.01672816728167282
DK,2015-Q4,-0.1122,-0.11308,0.0008800000000000058,0.007843137254902013
DK,2016-Q1,-0.0709,-0.07084,6.0000000000004494e-5,0.0008462623413258743
DK,2016-Q2,-0.1198,-0.11772333333333333,0.002076666666666671,0.017334446299387907
DK,2016-Q3,-0.1948,-0.19446666666666665,0.00033333333333335213,0.0017111567419576597
DK,2016-Q4,-0.1938,-0.19394999999999998,0.00014999999999998348,0.0007739938080494503
DK,2017-Q1,-0.2393,-0.23886333333333334,0.00043666666666666853,0.001824766680596191
DK,2017-Q2,-0.2375,-0.23865666666666666,0.001156666666666667,0.0048701754385964925
DK,2017-Q3,-0.2705,-0.27060666666666666,0.00010666666666664382,0.0003943314849044133
DK,2017-Q4,-0.3071,-0.30690333333333336,0.0001966666666666228,0.0006403994355800157
DK,2018-Q1,-0.3023,-0.30214,0.00015999999999999348,0.0005292755540853241
DK,2018-Q2,-0.2924,-0.29231666666666667,8.333333333332416e-5,0.00028499772001820846
DK,2018-Q3,-0.3016,-0.30167666666666665,7.666666666666933e-5,0.00025419982316534924
DK,2018-Q4,-0.3015,-0.30084333333333335,0.0006566666666666388,0.0021779988944167126
DK,2019-Q1,-0.3093,-0.3096433333333333,0.0003433333333333066,0.0011100334087724105
DK,2019-Q2,-0.3412,-0.3415266666666667,0.0003266666666666973,0.0009574052364205665
DK,2019-Q3,-0.4219,-0.42280999999999996,0.0009099999999999664,0.0021569092201942793
DK,2019-Q4,-0.4151,-0.41400666666666663,0.0010933333333333906,0.002633903477073935
DK,2020-Q1,-0.3928,-0.39325000000000004,0.00045000000000006146,0.0011456211812628857
DK,2020-Q2,-0.1393,-0.13860333333333333,0.0006966666666666788,0.0050011964584829776
DK,2020-Q3,-0.2063,-0.20657333333333336,0.00027333333333334764,0.0013249313297787088
DK,2020-Q4,-0.2238,-0.22382666666666665,2.6666666666647076e-5,0.00011915400655338283
DK,2021-Q1,-0.2235,-0.22429333333333334,0.0007933333333333403,0.003549589858314722
DK,2021-Q2,-0.2098,-0.20974666666666666,5.333333333332191e-5,0.00025421035907207773
DK,2021-Q3,-0.2115,-0.2114666666666667,3.333333333330191e-5,0.00015760441292341328
DK,2021-Q4,-0.2748,-0.27481666666666665,1.666666666666483e-5,6.065016982046882e-5
DK,2022-Q1,-0.2682,-0.26858666666666664,0.0003866666666666463,0.0014417101665423052
DK,2022-Q2,-0.1105,-0.11659333333333333,0.006093333333333326,0.05514328808446448
DK,2022-Q3,0.7796,0.7733233333333334,0.006276666666666597,0.008051137335385579
DK,2022-Q4,2.0751,2.0748066666666665,0.00029333333333347866,0.00014135864938242913
DK,2023-Q1,2.8526,2.8493766666666667,0.0032233333333331338,0.0011299633083268366
DK,2023-Q2,3.4232,3.413363333333333,0.00983666666666716,0.00287352964088197
DK,2023-Q3,3.8105,3.8108,0.0002999999999997449,7.872982548215324e-5
DK,2023-Q4,3.9431,3.9414200000000004,0.0016799999999994597,0.00042606071365155834
DK,2024-Q1,3.8823,3.882076666666667,0.00022333333333302008,5.7526036971130534e-5
DK,2024-Q2,3.7377,3.734746666666666,0.0029533333333335854,0.000790147238497896
DK,2024-Q3,3.4614,3.457666666666667,0.003733333333332922,0.0010785616609848391
DK,2024-Q4,2.9224,2.909466666666667,0.012933333333333241,0.004425586276120053
HU,1996-Q1,26.38,26.373333333333335,0.006666666666664156,0.0002527167045740772
HU,1996-Q2,24.24,24.236666666666668,0.0033333333333303017,0.00013751375137501244
HU,1996-Q3,23.78,23.77,0.010000000000001563,0.000420521446593842
HU,1996-Q4,22.69,22.69333333333333,0.0033333333333303017,0.00014690759512253423
